Time [s], RESP, PLETH, V, AVR, II
464.04,0.97458,0.40078,0.5549,0.5549,0.3549
464.05,0.96383,0.40078,0.5549,0.5451,0.35882
464.06,0.9521,0.40274,0.57451,0.5451,0.37059
464.06,0.94037,0.40469,0.5902,0.52941,0.38431
464.07,0.92864,0.40665,0.6098,0.52941,0.3902
464.08,0.91887,0.41153,0.61569,0.52549,0.38431
464.09,0.90811,0.42033,0.5902,0.52941,0.38039
464.1,0.89834,0.43304,0.57059,0.5451,0.34902
464.1,0.88856,0.44966,0.53922,0.5451,0.33922
464.11,0.87683,0.46921,0.51569,0.5451,0.3549
464.12,0.86608,0.48876,0.49412,0.5451,0.35882
464.13,0.85435,0.50831,0.4902,0.53922,0.38039
464.14,0.84262,0.52493,0.48431,0.5451,0.36471
464.14,0.82991,0.53861,0.5,0.55098,0.36471
464.15,0.81818,0.5523,0.50588,0.5549,0.3549
464.16,0.80645,0.56403,0.51569,0.56078,0.3451
464.17,0.79472,0.57283,0.50588,0.5549,0.3549
464.18,0.78104,0.57869,0.50588,0.55098,0.3549
464.18,0.76735,0.58162,0.49412,0.5549,0.35882
464.19,0.75171,0.58162,0.59608,0.57451,0.3
464.2,0.73607,0.57967,0.61961,0.49412,0.4451
464.21,0.71945,0.57674,0.31373,0.14902,1.0824
464.22,0.70283,0.57087,-0.38824,-0.37843,1.5039
464.22,0.68524,0.565,-0.50196,-0.41176,1.5039
464.23,0.66862,0.55816,-0.12745,0.30392,0.96078
464.24,0.652,0.55034,0.3098,0.52941,0.46078
464.25,0.63636,0.54154,0.42549,0.51569,0.42941
464.26,0.6217,0.52884,0.47059,0.5098,0.41961
464.26,0.60704,0.51711,0.5,0.51569,0.4
464.27,0.59238,0.5044,0.51961,0.51961,0.38431
464.28,0.57869,0.49267,0.53529,0.52941,0.37451
464.29,0.565,0.48192,0.52941,0.52941,0.37451
464.3,0.55132,0.47214,0.53529,0.52549,0.38039
464.3,0.53959,0.4653,0.51961,0.51569,0.3902
464.31,0.52688,0.45943,0.51961,0.5098,0.39412
464.32,0.51711,0.45552,0.51961,0.50588,0.40392
464.33,0.50635,0.45357,0.52549,0.5098,0.41569
464.34,0.49756,0.45259,0.51961,0.5,0.41961
464.34,0.48876,0.45161,0.51961,0.4902,0.42941
464.35,0.48192,0.44868,0.5098,0.47451,0.44902
464.36,0.47507,0.44379,0.51569,0.47059,0.46471
464.37,0.46921,0.43891,0.5098,0.46471,0.48039
464.38,0.46334,0.43402,0.50588,0.4549,0.49412
464.38,0.45943,0.42913,0.5,0.42941,0.51961
464.39,0.45455,0.42424,0.5,0.4098,0.5549
464.4,0.45161,0.42033,0.5,0.38431,0.59608
464.41,0.44868,0.4174,0.5,0.34902,0.6451
464.42,0.44673,0.41447,0.5,0.32353,0.69608
464.42,0.44575,0.41251,0.5098,0.29412,0.73137
464.43,0.44379,0.41056,0.5098,0.27843,0.7549
464.44,0.44282,0.40958,0.51569,0.26863,0.78039
464.45,0.44184,0.4086,0.5098,0.26471,0.78039
464.46,0.43988,0.4086,0.51569,0.27451,0.77059
464.46,0.43891,0.40762,0.51961,0.28431,0.75098
464.47,0.43695,0.40665,0.5098,0.31373,0.70588
464.48,0.435,0.40469,0.5,0.35882,0.64118
464.49,0.43402,0.40274,0.5,0.4,0.57451
464.5,0.43206,0.40078,0.5,0.43922,0.51961
464.5,0.43109,0.3998,0.5,0.47451,0.47059
464.51,0.42913,0.3998,0.5,0.5,0.42941
464.52,0.42815,0.3998,0.5,0.52549,0.3902
464.53,0.4262,0.40176,0.50588,0.55098,0.3549
464.54,0.42326,0.40371,0.50588,0.56078,0.33922
464.54,0.42033,0.40567,0.51569,0.56471,0.33529
464.55,0.41838,0.40567,0.51961,0.57059,0.33529
464.56,0.41544,0.40665,0.52549,0.56078,0.33922
464.57,0.41251,0.40762,0.51961,0.56471,0.33922
464.58,0.4086,0.40762,0.52941,0.56078,0.3451
464.58,0.40567,0.40762,0.52549,0.5549,0.34902
464.59,0.40176,0.40762,0.52549,0.5549,0.3549
464.6,0.39785,0.40762,0.51961,0.55098,0.3549
464.61,0.39296,0.40665,0.51961,0.5451,0.3549
464.62,0.38905,0.40665,0.51961,0.5451,0.37059
464.62,0.38416,0.40762,0.51961,0.5451,0.37059
464.63,0.37928,0.40762,0.5098,0.5451,0.37059
464.64,0.37341,0.40762,0.51569,0.5451,0.35882
464.65,0.36852,0.40762,0.5098,0.55098,0.35882
464.66,0.36168,0.40762,0.50588,0.5451,0.36471
464.66,0.35484,0.40762,0.51569,0.55098,0.35882
464.67,0.34702,0.40665,0.51569,0.5451,0.35882
464.68,0.3392,0.40567,0.51961,0.55098,0.3549
464.69,0.3304,0.40274,0.51961,0.56471,0.33529
464.7,0.32258,0.40176,0.51961,0.56078,0.33922
464.7,0.31378,0.40274,0.51569,0.56078,0.33529
464.71,0.30499,0.40567,0.52941,0.55098,0.34902
464.72,0.29717,0.41056,0.5451,0.53529,0.37059
464.73,0.28935,0.41838,0.57059,0.52549,0.38431
464.74,0.2825,0.42815,0.58431,0.52549,0.39412
464.74,0.27468,0.44184,0.5902,0.52549,0.38039
464.75,0.26882,0.46041,0.55098,0.52549,0.37451
464.76,0.26295,0.48289,0.53922,0.55098,0.33529
464.77,0.25806,0.50635,0.5,0.55098,0.33529
464.78,0.25318,0.52981,0.48431,0.5451,0.34902
464.78,0.25024,0.55132,0.46078,0.5451,0.35882
464.79,0.24633,0.57087,0.46471,0.5451,0.37059
464.8,0.2434,0.58651,0.47059,0.5451,0.36471
464.81,0.24047,0.59726,0.48431,0.5451,0.3549
464.82,0.23851,0.60606,0.4902,0.56471,0.33922
464.82,0.23656,0.60997,0.5,0.5549,0.33922
464.83,0.2346,0.61193,0.49412,0.5549,0.3451
464.84,0.23363,0.61193,0.49412,0.55098,0.3549
464.85,0.23363,0.61095,0.5098,0.5451,0.3549
464.86,0.23265,0.60704,0.6098,0.57059,0.30392
464.86,0.23265,0.60215,0.61569,0.42941,0.5549
464.87,0.23265,0.59726,0.14902,-0.011765,1.3882
464.88,0.23265,0.59238,-0.50196,-0.43333,1.5039
464.89,0.23265,0.58651,-0.50196,-0.10196,1.5039
464.9,0.23167,0.57967,0.013725,0.42941,0.69608
464.9,0.23167,0.57087,0.33529,0.52941,0.43529
464.91,0.23069,0.56012,0.42941,0.51569,0.42549
464.92,0.22972,0.54839,0.47451,0.5098,0.4098
464.93,0.22776,0.53666,0.50588,0.52549,0.38431
464.94,0.22678,0.5259,0.51961,0.52549,0.37451
464.94,0.22483,0.51711,0.52941,0.53922,0.3549
464.95,0.22287,0.50929,0.52549,0.53529,0.35882
464.96,0.22092,0.50244,0.52549,0.52941,0.37451
464.97,0.21799,0.4956,0.51569,0.51961,0.38039
464.98,0.21505,0.49071,0.5098,0.50588,0.39412
464.98,0.2131,0.4868,0.5098,0.50588,0.40392
464.99,0.20919,0.48387,0.51961,0.5,0.41569
465,0.20626,0.48094,0.51961,0.5,0.42549
465.01,0.20332,0.47898,0.51961,0.4902,0.41961
465.02,0.20039,0.47898,0.51569,0.48431,0.4451
465.02,0.19746,0.47801,0.51569,0.47451,0.46078
465.03,0.19453,0.47703,0.5098,0.46078,0.48431
465.04,0.19159,0.47507,0.5098,0.4451,0.5
465.05,0.18964,0.47312,0.50588,0.42549,0.52941
465.06,0.18866,0.47019,0.50588,0.40392,0.57059
465.06,0.18671,0.46725,0.50588,0.37451,0.6098
465.07,0.18573,0.46432,0.5098,0.34902,0.65098
465.08,0.18475,0.46139,0.51569,0.31961,0.69608
465.09,0.18475,0.4565,0.50588,0.3,0.73137
465.1,0.18475,0.45161,0.51961,0.28431,0.75098
465.1,0.18377,0.4477,0.51569,0.27451,0.76078
465.11,0.18377,0.44184,0.51961,0.26863,0.76667
465.12,0.18475,0.43695,0.51569,0.28431,0.7451
465.13,0.18475,0.43402,0.5098,0.30392,0.71569
465.14,0.18475,0.43304,0.50588,0.32941,0.67647
465.14,0.18573,0.43109,0.50588,0.37059,0.62549
465.15,0.18573,0.42913,0.5,0.40392,0.57451
465.16,0.18671,0.4262,0.5,0.43922,0.51961
465.17,0.18671,0.42326,0.4902,0.47451,0.47451
465.18,0.18768,0.41838,0.5,0.5,0.42941
465.18,0.18866,0.41349,0.5,0.51569,0.4
465.19,0.18964,0.40958,0.5,0.52941,0.38039
465.2,0.18964,0.40762,0.50588,0.5451,0.35882
465.21,0.19062,0.40469,0.51961,0.55098,0.3549
465.22,0.19159,0.40176,0.51961,0.5451,0.3549
465.22,0.19159,0.40078,0.51961,0.55098,0.3549
465.23,0.19062,0.3998,0.51569,0.5451,0.3549
465.24,0.18964,0.3998,0.51961,0.5451,0.35882
465.25,0.18768,0.3998,0.51961,0.5451,0.36471
465.26,0.18671,0.3998,0.51961,0.53922,0.37451
465.26,0.18475,0.3998,0.51961,0.53529,0.38039
465.27,0.1828,0.3998,0.51569,0.52941,0.38039
465.28,0.18084,0.39883,0.51961,0.53922,0.38039
465.29,0.17889,0.39785,0.5098,0.5451,0.37451
465.3,0.17498,0.39883,0.51569,0.5451,0.37451
465.3,0.17107,0.39883,0.5098,0.5451,0.37451
465.31,0.16618,0.39883,0.51569,0.5451,0.37451
465.32,0.16129,0.39883,0.5098,0.5451,0.37059
465.33,0.15445,0.39883,0.51569,0.5451,0.37059
465.34,0.14858,0.39883,0.5098,0.5451,0.35882
465.34,0.14174,0.39883,0.51569,0.5451,0.35882
465.35,0.1349,0.39785,0.51569,0.55098,0.34902
465.36,0.12903,0.39883,0.51961,0.55098,0.34902
465.37,0.12317,0.39883,0.51961,0.5549,0.3451
465.38,0.1173,0.39883,0.53529,0.53529,0.37059
465.38,0.11241,0.40078,0.5451,0.51961,0.39412
465.39,0.10753,0.40567,0.57059,0.50588,0.41569
465.4,0.10264,0.41544,0.57451,0.5,0.42549
465.41,0.097752,0.43011,0.57059,0.5,0.41569
465.42,0.093842,0.44868,0.53922,0.5098,0.39412
465.42,0.089932,0.46921,0.51961,0.52549,0.37059
465.43,0.086999,0.4868,0.49412,0.52549,0.37451
465.44,0.086022,0.50244,0.47059,0.51961,0.3902
465.45,0.084066,0.52102,0.44902,0.51569,0.40392
465.46,0.084066,0.53959,0.4549,0.51961,0.4
465.46,0.084066,0.55718,0.47451,0.52941,0.38431
465.47,0.085044,0.56989,0.4902,0.5451,0.37059
465.48,0.086022,0.57771,0.5,0.55098,0.37059
465.49,0.087977,0.58162,0.5,0.5451,0.37451
465.5,0.088954,0.58358,0.5,0.5451,0.38039
465.5,0.090909,0.58456,0.5,0.53529,0.38039
465.51,0.092864,0.58456,0.53922,0.52941,0.3902
465.52,0.093842,0.58456,0.62549,0.56078,0.32941
465.53,0.095797,0.5826,0.5,0.31373,0.77059
465.54,0.097752,0.58065,-0.015686,-0.19216,1.5039
465.54,0.099707,0.57674,-0.50196,-0.41765,1.5039
465.55,0.10166,0.57185,-0.33725,0.078431,1.402
465.56,0.10362,0.56305,0.21373,0.49412,0.56471
465.57,0.10459,0.55132,0.42549,0.53922,0.42549
465.58,0.10557,0.53861,0.47451,0.51569,0.42549
465.58,0.10655,0.52395,0.51569,0.51961,0.40392
465.59,0.10753,0.51026,0.53529,0.52549,0.38431
465.6,0.10753,0.49951,0.5451,0.53922,0.37059
465.61,0.1085,0.49071,0.55098,0.5451,0.3549
465.62,0.1085,0.48289,0.5451,0.53922,0.36471
465.62,0.10948,0.47703,0.5451,0.52549,0.37451
465.63,0.10948,0.47116,0.5451,0.53529,0.38039
465.64,0.10948,0.46823,0.53922,0.51961,0.3902
465.65,0.11046,0.46628,0.5451,0.51961,0.4
465.66,0.11046,0.4653,0.55098,0.51961,0.4098
465.66,0.11046,0.46432,0.5549,0.5098,0.41961
465.67,0.11046,0.46432,0.53922,0.5,0.42941
465.68,0.11144,0.46432,0.52549,0.49412,0.4451
465.69,0.11339,0.46432,0.52549,0.48039,0.46471
465.7,0.11437,0.46334,0.52549,0.47059,0.48039
465.7,0.11632,0.45943,0.52549,0.44902,0.50588
465.71,0.11926,0.45455,0.51961,0.42941,0.53529
465.72,0.12121,0.44868,0.5098,0.40392,0.57451
465.73,0.12414,0.44477,0.50588,0.38039,0.6098
465.74,0.12708,0.44086,0.5,0.34902,0.6549
465.74,0.13099,0.43695,0.50588,0.32353,0.7
465.75,0.1349,0.43402,0.5,0.3098,0.72549
465.76,0.13881,0.43011,0.50588,0.3,0.73529
465.77,0.1437,0.42717,0.5,0.2902,0.75098
465.78,0.14956,0.42424,0.5,0.28431,0.75098
465.78,0.15543,0.42131,0.5,0.29412,0.73137
465.79,0.16227,0.4174,0.5,0.32353,0.7
465.8,0.16911,0.41349,0.4902,0.3549,0.65098
465.81,0.17693,0.41056,0.4902,0.4,0.58039
465.82,0.18475,0.40665,0.48039,0.43922,0.52549
465.82,0.19355,0.40176,0.48431,0.47451,0.47059
465.83,0.20332,0.39883,0.48431,0.50588,0.42549
465.84,0.21212,0.39785,0.5,0.52941,0.3902
465.85,0.2219,0.39589,0.5,0.5549,0.3549
465.86,0.23069,0.39394,0.51961,0.57059,0.33529
465.86,0.24047,0.39296,0.51961,0.57059,0.32941
465.87,0.25024,0.39296,0.51569,0.57059,0.32353
465.88,0.261,0.39296,0.5098,0.57059,0.32941
465.89,0.27077,0.39394,0.5098,0.57059,0.33529
465.9,0.28152,0.39589,0.51569,0.57059,0.33529
465.9,0.29032,0.39687,0.5098,0.57059,0.33922
465.91,0.3001,0.39687,0.5098,0.56078,0.3451
465.92,0.30792,0.39687,0.51569,0.55098,0.3549
465.93,0.31574,0.39687,0.51569,0.5549,0.35882
465.94,0.32356,0.39687,0.5098,0.56078,0.3549
465.94,0.3304,0.39687,0.5098,0.56471,0.3549
465.95,0.33724,0.39785,0.5098,0.5451,0.36471
465.96,0.34409,0.39785,0.51569,0.56078,0.3549
465.97,0.34897,0.39883,0.5098,0.56078,0.3549
465.98,0.35484,0.39785,0.5098,0.56078,0.34902
465.98,0.35973,0.39687,0.5098,0.57059,0.33922
465.99,0.36461,0.39589,0.5098,0.57059,0.33529
466,0.36852,0.39394,0.5,0.57059,0.32941
466.01,0.37146,0.39198,0.5,0.57451,0.31961
466.02,0.37439,0.39101,0.50588,0.57451,0.31961
466.02,0.37732,0.39003,0.50588,0.58039,0.31961
466.03,0.38123,0.39101,0.5098,0.56471,0.33529
466.04,0.38514,0.39296,0.52941,0.5549,0.3549
466.05,0.38905,0.39492,0.5451,0.55098,0.36471
466.06,0.39394,0.3998,0.56078,0.5451,0.37059
466.06,0.39883,0.40762,0.57059,0.53922,0.36471
466.07,0.40274,0.42033,0.53922,0.5451,0.3549
466.08,0.40762,0.43793,0.51961,0.5549,0.32941
466.09,0.41251,0.45846,0.4902,0.57059,0.31373
466.1,0.41935,0.47996,0.47451,0.56078,0.33529
466.1,0.4262,0.50049,0.44902,0.56078,0.3451
466.11,0.435,0.52199,0.44902,0.5549,0.3549
466.12,0.44379,0.54057,0.4549,0.56471,0.33529
466.13,0.45455,0.55523,0.47451,0.57059,0.32941
466.14,0.46432,0.565,0.47451,0.58039,0.31373
466.14,0.47605,0.57283,0.48039,0.57451,0.31961
466.15,0.48778,0.57771,0.47451,0.57059,0.32353
466.16,0.49756,0.58065,0.47451,0.57059,0.33529
466.17,0.50831,0.58162,0.48431,0.57059,0.34902
466.18,0.51711,0.58162,0.58039,0.57451,0.30392
466.18,0.52688,0.57967,0.58431,0.44902,0.52549
466.19,0.53666,0.57674,0.23333,0.023529,1.3118
466.2,0.54643,0.57185,-0.42353,-0.45686,1.5039
466.21,0.55718,0.56403,-0.50196,-0.19608,1.5039
466.22,0.56794,0.55621,0.033333,0.4098,0.77059
466.22,0.57674,0.54643,0.38431,0.5902,0.3549
466.23,0.58651,0.53568,0.44902,0.56078,0.3451
466.24,0.59531,0.52395,0.47059,0.53529,0.38431
466.25,0.60313,0.51124,0.48431,0.5451,0.36471
466.26,0.61193,0.49853,0.5,0.5451,0.3549
466.26,0.6217,0.48583,0.5,0.5451,0.34902
466.27,0.6305,0.4741,0.5,0.5549,0.3451
466.28,0.64027,0.46432,0.50588,0.53922,0.35882
466.29,0.65103,0.45748,0.48431,0.52941,0.37059
466.3,0.66178,0.45161,0.47451,0.51961,0.38039
466.3,0.67253,0.44868,0.47451,0.52549,0.37451
466.31,0.68426,0.4477,0.48039,0.51961,0.38431
466.32,0.69404,0.44673,0.48039,0.51569,0.39412
466.33,0.70479,0.44673,0.48039,0.5,0.4098
466.34,0.71359,0.44673,0.47059,0.4902,0.42549
466.34,0.72336,0.44477,0.47059,0.48431,0.4451
466.35,0.73412,0.44184,0.46471,0.47451,0.46471
466.36,0.74585,0.43695,0.47059,0.44902,0.49412
466.37,0.75758,0.43304,0.46471,0.42941,0.53529
466.38,0.76931,0.42815,0.44902,0.4098,0.57059
466.38,0.78104,0.42522,0.41569,0.36471,0.62941
466.39,0.79179,0.42131,0.42549,0.32941,0.68627
466.4,0.80352,0.41838,0.43529,0.30392,0.73529
466.41,0.81427,0.41544,0.43922,0.26471,0.78627
466.42,0.826,0.41251,0.4451,0.24902,0.81176
466.42,0.83773,0.4086,0.4451,0.23922,0.82157
466.43,0.85044,0.40567,0.44902,0.24902,0.82549
466.44,0.86413,0.40274,0.4549,0.26471,0.7902
466.45,0.87683,0.40078,0.44902,0.28431,0.76078
466.46,0.88954,0.3998,0.46078,0.31373,0.71569
466.46,0.90323,0.39785,0.47059,0.35882,0.64118
466.47,0.91593,0.39687,0.46471,0.4098,0.57451
466.48,0.92766,0.39394,0.47059,0.4549,0.5
466.49,0.94037,0.39198,0.47451,0.50588,0.42941
466.5,0.95112,0.39003,0.4902,0.53922,0.38039
466.5,0.96285,0.38905,0.49412,0.55098,0.3549
466.51,0.97458,0.38905,0.50588,0.57059,0.32941
466.52,0.98631,0.38905,0.5098,0.57451,0.3098
466.53,0.99316,0.38905,0.51569,0.57059,0.31373
466.54,1,0.39003,0.50588,0.58039,0.30392
466.54,1,0.39296,0.50588,0.57451,0.30392
466.55,1,0.39492,0.5098,0.58431,0.3
466.56,1,0.39687,0.51961,0.58039,0.30392
466.57,1,0.39785,0.51569,0.57059,0.31373
466.58,1,0.39883,0.51569,0.57059,0.32941
466.58,1,0.39883,0.51961,0.56471,0.33529
466.59,1,0.39883,0.51961,0.56078,0.33922
466.6,1,0.39883,0.51961,0.56078,0.3451
466.61,1,0.39883,0.51569,0.56078,0.34902
466.62,1,0.39883,0.5098,0.56471,0.33529
466.62,1,0.39785,0.51961,0.57059,0.33529
466.63,1,0.39883,0.51961,0.57451,0.31961
466.64,1,0.39785,0.52941,0.58039,0.31373
466.65,1,0.39687,0.53529,0.5902,0.3098
466.66,1,0.39492,0.53922,0.5902,0.30392
466.66,1,0.39394,0.5549,0.59608,0.29412
466.67,1,0.39101,0.56471,0.59608,0.28431
466.68,1,0.39003,0.57059,0.6,0.27843
466.69,1,0.39101,0.57059,0.60588,0.27451
466.7,1,0.39296,0.57451,0.58431,0.30392
466.7,1,0.39589,0.6,0.56471,0.34902
466.71,1,0.39785,0.63529,0.5451,0.38039
466.72,1,0.40078,0.64118,0.52941,0.4
466.73,1,0.40567,0.6451,0.51569,0.42549
466.74,1,0.41349,0.63529,0.53529,0.39412
466.74,1,0.42522,0.64118,0.56078,0.3549
466.75,0.99609,0.44184,0.5902,0.57451,0.32353
466.76,0.9912,0.46139,0.5549,0.5902,0.30392
466.77,0.98729,0.48094,0.5451,0.58431,0.30392
466.78,0.98338,0.50049,0.5451,0.5902,0.3098
466.78,0.98045,0.51906,0.5451,0.58431,0.3098
466.79,0.97752,0.5347,0.55098,0.58431,0.30392
466.8,0.97654,0.54741,0.5451,0.58039,0.3098
466.81,0.97458,0.55718,0.53922,0.57059,0.32353
466.82,0.97458,0.565,0.53529,0.56471,0.33529
466.82,0.97458,0.56891,0.5451,0.56078,0.3451
466.83,0.97458,0.56891,0.6451,0.6,0.24902
466.84,0.97556,0.56794,0.66078,0.51961,0.39412
466.85,0.97654,0.56598,0.3,0.11961,1.1373
466.86,0.97849,0.56207,-0.36667,-0.37255,1.5039
466.86,0.97849,0.55816,-0.50196,-0.37843,1.5039
466.87,0.97947,0.55327,0.017647,0.36471,0.83137
466.88,0.97947,0.54643,0.37451,0.56078,0.39412
466.89,0.97947,0.53861,0.4549,0.52549,0.4098
466.9,0.98045,0.52884,0.48431,0.51961,0.4
466.9,0.98045,0.51613,0.5098,0.52549,0.37451
466.91,0.98045,0.50342,0.52549,0.53922,0.3549
466.92,0.98143,0.49169,0.52941,0.5451,0.33922
466.93,0.98045,0.48289,0.53529,0.53529,0.34902
466.94,0.98045,0.47703,0.50588,0.52941,0.36471
466.94,0.97849,0.47019,0.5,0.52549,0.37451
466.95,0.97752,0.46432,0.5,0.52549,0.38039
466.96,0.97458,0.45846,0.50588,0.51569,0.4
466.97,0.97263,0.45357,0.5,0.5098,0.40392
466.98,0.96872,0.45064,0.49412,0.5,0.42549
466.98,0.96481,0.4477,0.48039,0.4902,0.43922
466.99,0.95894,0.44477,0.48431,0.47451,0.46078
467,0.95308,0.44184,0.47451,0.46078,0.48039
467.01,0.94624,0.43891,0.47451,0.44902,0.50588
467.02,0.93842,0.43597,0.47451,0.42549,0.53922
467.02,0.92962,0.43304,0.47059,0.4098,0.56471
467.03,0.9218,0.43011,0.46471,0.38039,0.60588
467.04,0.91202,0.4262,0.46078,0.3549,0.6451
467.05,0.90225,0.42229,0.46078,0.32941,0.69608
467.06,0.88954,0.41838,0.4549,0.2902,0.75098
467.06,0.87781,0.41349,0.4549,0.26471,0.79608
467.07,0.86217,0.4086,0.4549,0.2451,0.82157
467.08,0.84751,0.40469,0.46078,0.23922,0.82549
467.09,0.83089,0.40176,0.4549,0.23922,0.83137
467.1,0.81525,0.3998,0.47451,0.2549,0.80588
467.1,0.79765,0.39883,0.47451,0.27843,0.77059
467.11,0.78104,0.39883,0.47451,0.3098,0.72549
467.12,0.7654,0.39883,0.47451,0.34902,0.66078
467.13,0.74976,0.39785,0.48039,0.4,0.59608
467.14,0.73607,0.39785,0.48039,0.4451,0.52549
467.14,0.72239,0.39687,0.49412,0.48039,0.46471
467.15,0.70772,0.39492,0.49412,0.5098,0.41569
467.16,0.69404,0.39394,0.5,0.52549,0.38039
467.17,0.67937,0.39198,0.5098,0.53922,0.36471
467.18,0.66569,0.39101,0.51961,0.5549,0.34902
467.18,0.652,0.38905,0.51961,0.56078,0.33529
467.19,0.6393,0.38807,0.52941,0.56471,0.32941
467.2,0.62659,0.3871,0.52549,0.57059,0.33529
467.21,0.61486,0.38612,0.52549,0.56078,0.33529
467.22,0.60117,0.38514,0.52549,0.5549,0.3451
467.22,0.58749,0.38612,0.52549,0.55098,0.3549
467.23,0.57185,0.3871,0.51961,0.55098,0.35882
467.24,0.55621,0.3871,0.52549,0.5451,0.35882
467.25,0.53959,0.38807,0.52549,0.5451,0.35882
467.26,0.52297,0.39101,0.51961,0.5451,0.37059
467.26,0.50635,0.39394,0.51961,0.5451,0.37451
467.27,0.48876,0.39492,0.51569,0.5451,0.37451
467.28,0.47312,0.39394,0.51961,0.5451,0.37059
467.29,0.4565,0.39296,0.51569,0.5451,0.36471
467.3,0.44086,0.39101,0.51961,0.5451,0.37059
467.3,0.42522,0.38905,0.5098,0.55098,0.35882
467.31,0.4086,0.3871,0.51961,0.55098,0.35882
467.32,0.39198,0.38514,0.51961,0.5549,0.3549
467.33,0.37537,0.38514,0.51961,0.5549,0.3451
467.34,0.35875,0.38514,0.51961,0.56471,0.33922
467.34,0.34409,0.3871,0.51961,0.56078,0.33922
467.35,0.32845,0.38905,0.51961,0.56078,0.34902
467.36,0.31574,0.39296,0.52549,0.55098,0.3549
467.37,0.30303,0.3998,0.55098,0.53922,0.37451
467.38,0.29032,0.41056,0.57059,0.52549,0.3902
467.38,0.27859,0.4262,0.58039,0.51961,0.4
467.39,0.26784,0.4477,0.58431,0.51961,0.3902
467.4,0.25709,0.47312,0.5549,0.52549,0.37451
467.41,0.24927,0.49951,0.5451,0.5451,0.3451
467.42,0.24145,0.5259,0.5098,0.55098,0.33922
467.42,0.23558,0.54741,0.4902,0.53922,0.3549
467.43,0.23069,0.565,0.46471,0.53529,0.37451
467.44,0.22678,0.5826,0.46471,0.53529,0.38039
467.45,0.22385,0.59531,0.47451,0.5451,0.37059
467.46,0.2219,0.60606,0.4902,0.5451,0.35882
467.46,0.22092,0.61193,0.49412,0.56078,0.34902
467.47,0.21994,0.61584,0.4902,0.5549,0.3549
467.48,0.21994,0.61681,0.5,0.55098,0.3549
467.49,0.2219,0.61681,0.49412,0.5451,0.36471
467.5,0.22287,0.61486,0.5098,0.5451,0.37451
467.5,0.22483,0.61095,0.61569,0.57059,0.29412
467.51,0.22678,0.60802,0.61961,0.43529,0.52941
467.52,0.22874,0.60313,0.1549,-0.0019608,1.3667
467.53,0.23167,0.59629,-0.50196,-0.45686,1.5039
467.54,0.23363,0.58847,-0.50196,-0.15686,1.5039
467.54,0.23558,0.58065,0.0039216,0.39412,0.7549
467.55,0.23754,0.56989,0.33529,0.51961,0.44902
467.56,0.23851,0.55621,0.42549,0.50588,0.43529
467.57,0.24047,0.54154,0.47059,0.5098,0.41569
467.58,0.24145,0.52688,0.5,0.51961,0.39412
467.58,0.24242,0.51515,0.51569,0.52549,0.37059
467.59,0.2434,0.50538,0.53529,0.53529,0.3549
467.6,0.2434,0.49756,0.52941,0.53529,0.3549
467.61,0.24438,0.49169,0.52941,0.52549,0.37059
467.62,0.24536,0.48778,0.51961,0.51961,0.37451
467.62,0.24536,0.48583,0.51961,0.5098,0.4
467.63,0.24633,0.48485,0.51961,0.50588,0.4098
467.64,0.24731,0.48387,0.52941,0.50588,0.41569
467.65,0.24829,0.48485,0.52549,0.5,0.42549
467.66,0.24927,0.48583,0.51961,0.48431,0.43529
467.66,0.25122,0.48583,0.51961,0.48039,0.44902
467.67,0.2522,0.4868,0.51569,0.47059,0.47451
467.68,0.25415,0.48583,0.51961,0.44902,0.49412
467.69,0.25611,0.48289,0.51569,0.43922,0.5098
467.7,0.25904,0.47801,0.5098,0.41961,0.5451
467.7,0.261,0.47312,0.50588,0.4,0.57451
467.71,0.26393,0.46725,0.5098,0.37451,0.6098
467.72,0.26686,0.46041,0.5098,0.3451,0.66078
467.73,0.26882,0.45552,0.51961,0.31373,0.70588
467.74,0.27175,0.45064,0.51961,0.2902,0.7451
467.74,0.2737,0.44575,0.52549,0.27843,0.7549
467.75,0.27468,0.44184,0.51961,0.26471,0.77647
467.76,0.27664,0.43988,0.52941,0.26471,0.78039
467.77,0.27761,0.43695,0.53529,0.27843,0.7549
467.78,0.27859,0.43304,0.52941,0.3,0.73137
467.78,0.27957,0.43011,0.51961,0.32941,0.68039
467.79,0.28055,0.42815,0.51961,0.36471,0.62549
467.8,0.28152,0.42522,0.5098,0.4098,0.56078
467.81,0.28152,0.42229,0.51569,0.4451,0.5098
467.82,0.2825,0.41935,0.5098,0.47451,0.46471
467.82,0.2825,0.41544,0.51569,0.50588,0.41961
467.83,0.2825,0.41251,0.5098,0.51961,0.4
467.84,0.2825,0.40958,0.51961,0.53922,0.37451
467.85,0.2825,0.40665,0.51961,0.5451,0.35882
467.86,0.28152,0.40469,0.52941,0.56078,0.3451
467.86,0.27957,0.40371,0.53529,0.55098,0.34902
467.87,0.27664,0.40371,0.52549,0.55098,0.3451
467.88,0.2737,0.40371,0.53529,0.5549,0.3451
467.89,0.26979,0.40567,0.53529,0.55098,0.3451
467.9,0.26588,0.40567,0.52549,0.5451,0.3549
467.9,0.261,0.40567,0.52549,0.5451,0.35882
467.91,0.25611,0.40567,0.52549,0.53922,0.35882
467.92,0.2522,0.40469,0.52549,0.53922,0.36471
467.93,0.24731,0.40567,0.51961,0.53922,0.37059
